"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"VCAN",1.67921198463161e-07,0.584534863478004,0.179,0.136,0.00565793686101775
"SLC25A37",1.82331603945675e-07,-0.272057295551669,0.624,0.464,0.00614348106334556
"DDX46",2.08559950008241e-07,-0.363039446771553,0.725,0.61,0.00702721895557769
"FUS",3.76812837972223e-07,-0.252002336030668,0.931,0.803,0.0126963317626361
"LMNA",3.8730605955844e-07,-0.3275877963216,0.255,0.296,0.0130498903707621
"RGS2",4.78434163832506e-07,0.276281942328199,0.299,0.235,0.0161203607161725
"HERPUD1",9.17186413594962e-07,-0.505756088827968,0.475,0.471,0.0309036790196686
"ATP6V0E1",1.16723851386367e-06,-0.292340527052568,0.838,0.705,0.0393289344861224
"S1PR4",1.36717590968071e-06,-0.359924700905868,0.511,0.483,0.0460656251007818
"B2M",1.36758048538933e-06,-0.510331244514854,0.996,0.984,0.0460792568747082
"SRRM2",1.55710202078081e-06,-0.286825244000901,0.91,0.759,0.0524649954881885
"CLEC2D",2.69083861040224e-06,-0.513820268515565,0.176,0.203,0.0906651161388931
"CTSS",2.80726577479192e-06,0.397088308861374,0.69,0.55,0.0945880130158389
"RP11-489E7.4",3.0345684870668e-06,-0.431629317676995,0.323,0.34,0.102246750603229
"IL10RA",6.20656093704694e-06,-0.251403342261493,0.112,0.144,0.209123864212859
"FCN1",8.52103725599764e-06,0.267518262427902,0.244,0.195,0.287107829303585
"STAT3",1.47645307796491e-05,-0.255630812277075,0.584,0.453,0.497476100089497
"RSRP1",1.51740080050511e-05,-0.290440140186024,0.761,0.591,0.511273025722191
"UBE2D2",1.76906202699754e-05,-0.345093745712956,0.818,0.678,0.59606775937655
"HLA-DQB1",2.47433526428427e-05,-0.592034438830922,0.381,0.381,0.833702523947942
"ANKRD12",2.52530654390388e-05,-0.457087910821365,0.748,0.641,0.850876786902972
"HBD",3.42362422754609e-05,-0.338338444984254,0.221,0.259,1
"LEPROTL1",4.73800385693749e-05,-0.26724058982781,0.459,0.361,1
"PTPRC",5.162989068926e-05,-0.53593904285116,0.685,0.608,1
"VAMP2",5.62436346053328e-05,-0.272221423288034,0.795,0.617,1
"KLF3",6.61627484592453e-05,-0.351080105257821,0.433,0.422,1
"MAP2K2",8.44495675582954e-05,-0.278073719882572,0.78,0.633,1
"EVL",0.000112173416161864,-0.388079548545399,0.575,0.444,1
"CDKN2D",0.00018570147164629,-0.283801750219611,0.253,0.273,1
"RNASET2",0.000278255865578174,-0.47664357915787,0.536,0.49,1
"FOXP1",0.000336644093133884,-0.31032251472638,0.761,0.595,1
"RSBN1L",0.000492164222674489,-0.348750957656603,0.583,0.519,1
"KMT2E",0.000510316735414121,-0.255006338735732,0.692,0.546,1
"TRAF3IP3",0.000536939231445754,-0.326722987019226,0.475,0.37,1
"PNRC1",0.00134225197682169,-0.342333768591689,0.861,0.736,1
"GPSM3",0.00171764154220788,-0.432593240881815,0.706,0.599,1
"HLA-DRB1",0.0026239642809906,-0.467724389568077,0.545,0.509,1
"ACAP1",0.00270446449813725,-0.430005701847072,0.69,0.598,1
"EPC1",0.0031740066897217,-0.270716103694741,0.59,0.473,1
"PPP1R2",0.00381867325886199,-0.278069985560145,0.511,0.414,1
"ISCU",0.00392934319838676,-0.330793946000064,0.611,0.482,1
"CYBA",0.00403231521642947,-0.294436854452521,0.901,0.804,1
"KLF1",0.00453510785544265,-0.334760514439828,0.356,0.345,1
"SP100",0.00535574541858673,-0.264005147100723,0.578,0.469,1
"CYB561A3",0.00631117945261048,-0.394399599043987,0.309,0.307,1
"DDX6",0.00710885326159802,-0.255627275043117,0.563,0.45,1
"PPP1R15A",0.00758179522744061,-0.294905948108854,0.845,0.705,1
"RBM38",0.00797843651389012,-0.291301011567729,0.29,0.295,1
"EZR",0.00873324540760597,-0.308291185791175,0.523,0.422,1
"TSPYL2",0.00930897393994719,-0.25874866031267,0.131,0.147,1
"AES",0.00936509328186239,-0.292985463092084,0.83,0.665,1
"PRDM2",0.0149195837957682,-0.293060871952611,0.391,0.321,1
"TTC19",0.0191400411341705,-0.264598311036746,0.545,0.446,1
"HLA-F",0.0194021379972891,-0.381790583000536,0.194,0.195,1
"HLA-DMA",0.0265722353125926,-0.306693277405149,0.464,0.382,1
"SNX2",0.0269677518953132,-0.263316963011646,0.603,0.495,1
