"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"VAPA",1.30791062905453e-27,0.287226213456743,0.751,0.736,4.40687407353635e-23
"IGBP1",1.61540601510129e-27,0.252243427938419,0.652,0.616,5.44294902728228e-23
"DYNLT1",2.57992767638679e-27,0.324614892722727,0.498,0.439,8.69280831281765e-23
"SLCO3A1",3.06651324140247e-27,0.261220482784108,0.332,0.254,1.03323097155815e-22
"CCDC109B",6.11756436742235e-27,0.264136688536072,0.447,0.378,2.06125213795929e-22
"FOSB",6.5154848729671e-27,0.265509293756848,0.906,0.895,2.19532747309754e-22
"PRKAG2",7.05241124261328e-27,0.255570017432892,0.359,0.284,2.37623944408612e-22
"IL17RA",1.41833406676191e-26,0.374910429413487,0.376,0.304,4.77893480454757e-22
"SYAP1",2.52594212741567e-26,0.29443135728156,0.5,0.443,8.51090940411436e-22
"DRAM2",3.86974926726696e-26,0.278942684894619,0.426,0.363,1.30387331811293e-21
"ATP6V1B2",3.91686162280802e-26,0.298359613651162,0.295,0.222,1.31974735518893e-21
"NR4A1",4.41936279051307e-26,0.280467103716892,0.275,0.187,1.48906009863547e-21
"HEBP2",5.57944868042948e-26,0.264438693200271,0.704,0.677,1.87993943838391e-21
"ARL4A",1.16401521117784e-25,0.366494716402286,0.564,0.53,3.92203285254262e-21
"CNBP",1.39174268099889e-25,0.280281568779147,0.811,0.799,4.68933778935767e-21
"TRIM38",1.77833236911149e-25,0.283348842160291,0.447,0.375,5.99191308448426e-21
"SMAP2",2.09744902426314e-25,0.336557825204497,0.462,0.397,7.06714474235223e-21
"TNFSF13B",4.64839633695095e-25,0.3458253578668,0.51,0.445,1.56623066177225e-20
"SELK",5.69835540406219e-25,0.311141145349228,0.592,0.553,1.92000386984471e-20
"PLEK",6.02626564257753e-25,0.375444244778558,0.699,0.673,2.03048994561007e-20
"MYD88",7.45921178882598e-25,0.264541229851045,0.315,0.24,2.51330682012703e-20
"PRKCD",1.5152611590706e-24,0.275537785305343,0.192,0.122,5.10552094937249e-20
"MAFG",1.64125874369425e-24,0.269655849287536,0.388,0.32,5.53005721100341e-20
"RAP1B",2.19219210332122e-24,0.468332725051028,0.646,0.629,7.38637207293051e-20
"FAM26F",2.41525485301772e-24,0.361603885098241,0.639,0.59,8.13795970175792e-20
"RAB32",4.30330607964057e-24,0.267395076601087,0.609,0.536,1.44995595047409e-19
"ADGRE5",4.51581419801784e-24,0.253021470575657,0.483,0.419,1.52155843588013e-19
"AMPD2",1.70467304978551e-23,0.261696178340615,0.291,0.218,5.74372537394728e-19
"GLRX",1.09084344727858e-22,0.386885970819605,0.523,0.493,3.67548791126045e-18
"POU2F2",1.14822417726986e-22,0.420274875932735,0.473,0.423,3.86882654289308e-18
"ZNF331",4.22434814527501e-22,0.424252021736467,0.241,0.171,1.42335186406896e-17
"DUSP6",4.39651681695822e-22,0.55027863401857,0.524,0.507,1.4813623763059e-17
"ETS2",5.67046187054351e-22,0.292533488362988,0.47,0.419,1.91060542266093e-17
"ERP29",6.8936153770035e-22,-0.26964819520137,0.852,0.895,2.32273476512756e-17
"EREG",9.8138940091308e-22,0.64674989139445,0.45,0.388,3.30669344743653e-17
"LMO2",1.87261350056673e-21,0.342415180498331,0.665,0.616,6.30958392880953e-17
"ATP13A3",5.23133276294983e-21,0.25659366916713,0.306,0.239,1.76264526114832e-16
"STAT6",8.1123215352452e-21,0.295203114815865,0.295,0.226,2.73336561808552e-16
"MFSD1",4.56501129801377e-20,0.302260672043384,0.432,0.381,1.53813490675276e-15
"SNHG15",7.53913510720315e-20,0.264636852504367,0.454,0.413,2.54023618302103e-15
"TAGLN2",1.6922224514319e-19,0.390208083325141,0.822,0.828,5.70177432785463e-15
"SLC20A1",3.94984714458861e-19,0.28640476851308,0.369,0.311,1.33086149689768e-14
"GABBR1",4.35629698502502e-19,0.286281023441604,0.146,0.087,1.46781070613433e-14
"CCL5",8.40680042524838e-19,-0.276162331845618,0.059,0.109,2.83258733528319e-14
"CSTB",1.11935143478788e-18,0.351941552816968,0.65,0.657,3.77154272437427e-14
"ATF4",4.89493009953762e-18,0.269035996261703,0.758,0.735,1.6492977477382e-13
"RBPJ",5.81106164889398e-18,0.250616036637671,0.527,0.491,1.95797911197834e-13
"HIPK3",7.96676767187142e-18,0.262453903363804,0.251,0.192,2.68432269936036e-13
"CDC42SE1",1.08545203321632e-17,0.257611631801458,0.406,0.351,3.65732208071907e-13
"SNX27",1.77958696414767e-17,0.268877665046025,0.259,0.201,5.99614031699915e-13
"ARL6IP1",2.23081467808536e-17,-0.273991078042085,0.541,0.62,7.51650697634082e-13
"RTN4",3.27891885513137e-17,0.263646125533424,0.773,0.766,1.10479891904796e-12
"EIF1B",3.73739341658551e-17,0.260510289430719,0.66,0.651,1.25927733778432e-12
"RHOC",6.23764048565398e-16,0.333203844231862,0.349,0.297,2.10171058523625e-11
"FYB",8.34922983375884e-16,0.321969941153876,0.475,0.434,2.8131895001867e-11
"TMEM167A",2.0596601029907e-15,0.273215975898607,0.527,0.512,6.93981875101687e-11
"EIF5",5.32588029973929e-15,0.292699629149049,0.764,0.753,1.79450210819416e-10
"UBE2F",1.65643162266813e-14,0.25562473282286,0.405,0.359,5.581180709418e-10
"CITED2",2.80001398879255e-14,0.34560455827717,0.494,0.455,9.43436713383762e-10
"SDPR",9.0799988180822e-13,0.276405249749371,0.142,0.202,3.05941480176462e-08
"ADCY7",1.68607242249109e-12,0.257342943926588,0.235,0.182,5.68105242034148e-08
"TMEM123",2.96050646898292e-12,0.255360266509709,0.657,0.646,9.97513049659104e-08
"IFIT2",3.46816078142285e-12,0.336032927401801,0.162,0.112,1.16856209369261e-07
"RP11-386I14.4",7.32487557363303e-12,0.550805390150817,0.416,0.373,2.46804357577991e-07
"CD46",9.10864852526894e-12,0.281029844941332,0.425,0.395,3.06906803410412e-07
"MTCH1",9.39012610524626e-12,0.256376643141127,0.524,0.511,3.16390908990168e-07
"TRMT1",1.18206124524739e-11,0.291825196329525,0.442,0.416,3.98283715973654e-07
"WTAP",1.45460786627472e-11,0.251023501120144,0.51,0.492,4.90115574462604e-07
"SLC38A2",4.24912633540594e-11,0.523484556244872,0.563,0.548,1.43170062745168e-06
"CBX6",5.38497181180048e-11,0.304570421811624,0.423,0.405,1.81441240226805e-06
"SNX2",1.44244726449282e-10,0.255009896905292,0.52,0.513,4.86018181298211e-06
"EZR",2.02412309882047e-10,0.252044585298356,0.516,0.499,6.82008036916568e-06
"HSPA5",5.18804377085105e-08,0.425517084645046,0.783,0.796,0.00174805946815055
"C11orf21",8.12053567922479e-08,0.300052675113778,0.238,0.206,0.002736133291758
"TFEC",1.05856167506076e-07,0.291842675878093,0.264,0.237,0.00356671770794972
"TYK2",5.65147068847639e-07,0.25649057086497,0.246,0.216,0.0190420653377524
"NAGK",7.69028837769379e-07,0.336692243611684,0.396,0.393,0.0259116576598014
"HLA-DPA1",1.31917054939351e-05,0.280924376447592,0.88,0.89,0.444481324912648
"IFI44",0.000466116437874681,0.264650565957404,0.331,0.403,1
"TMEM70",0.00193515448254818,0.259476988148476,0.334,0.34,1
"TNFSF10",0.00303118209700264,0.392402213904459,0.319,0.331,1
"OGT",0.0297684682839559,0.311277087138184,0.333,0.382,1
"SNHG9",0.0861061922092077,0.486358565221051,0.328,0.34,1
"MAPKAPK2",0.123378963537401,-0.271766937098208,0.462,0.476,1
"RP6-159A1.4",0.217555562415166,0.275404389174229,0.28,0.315,1
"GCA",0.270818949557295,0.271352265105114,0.338,0.367,1
"PCED1A",0.291362216680494,0.277804940843019,0.16,0.174,1
